lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
133,82.45,0,8,19,4,2,1,2018,2,0
68,140.4,0,4,29,4,1,0,2018,2,0
20,118.85711716939838,0,6,22,3,0,0,2018,2,0
127,105.00427337845227,0,5,6,4,2,0,2018,2,0
40,139.5,0,10,4,4,2,0,2018,2,0
146,95.0,0,4,24,3,0,2,2018,2,0
51,98.68107528103134,0,3,26,4,3,0,2018,2,0
186,108.45,0,8,7,4,7,3,2018,2,0
27,119.55702682803928,1,9,19,4,4,1,2017,2,0
105,123.25911854214691,0,7,4,4,3,1,2018,2,0
30,162.25939005848917,0,6,19,4,1,1,2018,2,0
106,117.36840408573913,1,10,20,4,3,0,2018,2,0
136,90.23080002436556,0,6,27,4,4,0,2018,2,0
275,62.8,0,6,4,3,1,1,2018,2,0
157,81.38970538546198,0,8,25,4,4,1,2018,2,0
90,136.12853228002194,0,7,3,4,3,1,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
185,79.2,0,12,16,4,2,1,2018,2,0
219,127.86364302569086,0,9,16,3,1,1,2018,1,0
275,90.0,0,10,5,4,4,1,2018,2,0
155,121.589661084331,1,7,7,4,3,1,2018,2,0
220,168.3,0,9,28,4,1,0,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
37,209.47843773908426,0,4,29,4,1,1,2018,2,0
180,98.1,1,10,10,4,0,0,2018,1,0
7,258.6927498469667,0,8,23,4,0,1,2018,2,0
222,118.56511138359019,1,9,14,3,3,0,2018,2,0
37,89.0,0,5,18,2,2,0,2018,1,0
100,108.0,0,10,16,4,1,0,2017,2,0
84,133.57325217290008,0,8,14,4,2,2,2018,2,0
85,98.0,0,12,3,4,1,1,2018,1,0
171,105.43593714869198,1,8,22,4,1,2,2018,2,0
55,109.71829012122765,0,7,28,4,1,1,2018,1,0
152,114.26779817985422,0,8,5,4,1,0,2018,1,0
305,89.0,0,11,4,4,2,1,2018,2,0
104,118.89557789058858,1,10,7,4,2,1,2018,2,0
47,125.12002727687187,1,9,9,4,2,0,2018,2,0
276,95.0,0,9,22,3,3,0,2018,2,0
193,120.0,0,6,20,3,2,1,2018,2,0
267,115.2,0,10,1,4,1,1,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
127,128.8481145457514,0,8,26,4,1,0,2018,3,0
63,140.4,0,5,27,4,1,0,2018,2,0
195,109.50006691292381,0,8,29,4,1,0,2018,2,0
71,88.12722359511304,0,10,17,4,2,0,2017,2,0
100,99.0297380860406,0,8,27,3,4,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
23,95.6093004740646,0,10,14,1,1,2,2018,1,0
159,119.85,0,5,26,4,2,0,2018,2,0
161,130.0,0,3,25,3,2,1,2018,2,0
5,135.62733050123322,0,6,28,4,3,0,2018,2,0
160,94.5,0,7,14,4,2,0,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,0
108,103.5,0,7,9,4,0,0,2018,2,0
16,196.44521273517418,0,3,20,4,1,0,2018,2,0
130,130.44800891633358,0,9,9,4,2,0,2018,2,0
290,73.95,0,12,1,4,3,1,2018,2,0
174,70.0,0,10,10,4,1,1,2017,2,0
139,72.25,0,5,6,3,3,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
150,124.86313906786289,0,7,30,4,4,2,2018,3,0
196,102.13591240650199,0,8,4,4,5,3,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
162,115.0,0,10,14,3,2,2,2018,1,0
5,90.249099500248,0,10,23,3,2,0,2018,1,0
44,73.52786071101909,0,2,19,4,2,0,2018,1,0
114,132.57413904264894,0,5,28,4,3,1,2018,2,0
28,78.81239178753975,0,2,17,4,1,0,2018,2,0
57,158.73785569858606,0,8,17,4,2,0,2018,3,0
377,115.0,1,10,14,3,2,0,2018,2,0
323,70.0,0,5,17,3,4,0,2018,2,0
41,75.22415085111277,0,4,15,3,1,0,2018,1,0
286,90.0,0,10,16,3,0,1,2018,2,0
16,91.0,1,2,14,4,1,1,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,0
161,130.0,0,3,25,3,2,1,2018,2,0
109,108.0,0,10,11,4,1,0,2018,2,0
45,98.89614879389107,0,9,29,4,0,1,2018,2,0
219,108.0,0,9,4,3,1,0,2017,2,0
443,65.0,0,4,29,3,1,0,2018,2,0
211,100.0,0,5,20,4,2,0,2018,2,0
152,133.91259362548172,1,7,3,4,2,1,2018,2,0
22,94.90760130630301,0,3,18,4,1,0,2018,1,0
179,113.4,0,9,30,4,2,2,2018,2,0
141,141.57460287287543,0,8,18,4,5,1,2018,2,0
146,95.0,0,4,24,3,0,2,2018,2,0
164,126.9,1,9,30,4,2,2,2018,2,0
145,94.50400838405591,0,7,29,3,1,1,2017,2,0
188,168.3,1,7,13,4,1,1,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
95,86.78642272284455,2,11,20,4,0,2,2018,2,0
61,94.73233016073071,0,4,25,4,3,0,2018,2,0
257,100.54314258295034,0,9,1,4,4,1,2017,2,0
268,95.4,0,10,1,4,1,1,2018,2,0
19,145.70860138572021,0,9,5,4,1,1,2018,1,0
197,82.13027019353484,0,4,21,4,1,0,2018,2,0
108,94.5,0,7,26,4,1,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
78,100.0,0,3,25,3,2,1,2018,2,0
26,226.5,0,9,27,4,4,0,2018,2,0
258,110.0,0,10,16,3,0,1,2018,2,0
11,150.0,1,11,5,4,1,0,2018,2,0
50,108.0,0,10,4,4,2,0,2018,2,0
157,152.19129813668826,2,9,9,4,1,1,2018,3,0
54,120.12060505107846,0,7,2,4,4,1,2018,2,0
53,124.02806448150034,0,4,3,4,1,0,2018,2,0
113,126.69824267421356,0,5,17,4,3,0,2018,2,0
89,76.5,0,8,15,4,3,2,2017,2,0
190,92.71600353284856,1,8,2,4,4,0,2017,2,0
50,101.15,0,3,28,4,3,1,2018,2,0
177,82.98157427166525,0,8,23,4,4,0,2018,2,0
105,129.05183986521598,0,5,8,4,1,1,2018,2,0
161,130.0,0,3,25,3,2,1,2018,2,0
302,100.0,0,9,16,3,2,1,2018,2,0
26,116.19773387161335,1,9,6,4,4,2,2017,2,0
48,76.2276206005025,0,3,1,4,4,0,2018,1,0
27,141.0,0,5,10,4,3,0,2018,2,0
82,76.5,0,7,17,4,3,2,2017,2,0
265,114.53242138007643,1,6,24,3,2,0,2018,2,0
81,90.9,0,6,23,4,1,0,2018,1,0
48,128.48204061261796,0,6,28,4,4,1,2018,2,0
187,27.346884830517975,0,8,25,3,3,1,2017,2,0
166,99.45,0,7,6,4,2,2,2018,2,0
323,70.0,0,5,17,3,4,0,2018,2,0
232,106.25,1,10,24,4,3,1,2018,2,0
112,127.47142469453738,0,5,17,4,3,0,2018,1,0
41,128.20269586640129,0,4,15,4,1,1,2018,2,0
28,184.838627368307,0,7,2,4,1,2,2018,2,0
33,123.98891183676415,1,10,4,4,1,0,2018,1,0
1,132.76259230502728,0,4,23,4,0,1,2018,2,0
87,51.491701656622695,0,7,5,4,1,2,2017,2,0
179,127.45053199984632,0,8,30,4,2,0,2018,2,0
33,195.8832173430189,0,7,7,4,2,0,2018,2,0
185,79.2,0,12,16,4,2,1,2018,2,0
204,90.18272102621773,0,5,4,3,4,0,2018,1,0
160,128.406986626277,1,5,27,4,2,0,2018,2,0
22,106.6548348386823,0,9,26,4,2,1,2018,1,0
135,216.4110121053469,0,7,3,4,2,1,2018,2,0
86,95.45908475036269,0,5,13,4,3,0,2018,2,0
93,206.81198711207097,0,10,26,3,1,2,2018,2,0
56,89.94638995531452,0,4,17,4,0,1,2018,1,0
60,122.55871290140652,0,10,2,4,1,1,2018,2,0
185,79.2,0,12,16,4,2,1,2018,2,0
158,90.96848702533768,0,6,30,4,2,1,2018,2,0
346,115.0,1,9,13,3,2,0,2018,2,0
38,78.18811023425485,0,2,25,4,1,1,2018,1,0
18,159.0,1,9,23,4,1,0,2018,1,0
50,89.25002671683413,0,9,5,4,2,0,2018,2,0
301,52.0,0,11,18,3,2,0,2018,2,0
188,130.0,0,6,15,4,2,0,2018,1,0
39,89.07256526138445,0,5,25,3,0,1,2018,1,0
105,129.06557160390528,0,6,10,3,1,0,2018,2,0
302,100.0,0,9,16,3,2,1,2018,2,0
157,106.91898101048139,0,4,12,4,3,0,2018,2,0
276,61.0,0,5,13,3,3,2,2018,2,0
10,120.0,0,11,10,4,1,0,2018,1,0
320,115.0,1,8,18,3,2,0,2018,2,0
11,150.0,1,11,5,4,1,0,2018,2,0
90,127.8,1,4,28,4,2,0,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
253,90.0,0,5,4,3,4,0,2018,2,0
276,61.0,0,5,13,3,3,2,2018,2,0
100,100.0,0,9,28,3,4,0,2018,2,0
113,85.94074174273278,1,12,2,4,2,0,2018,2,0
132,150.55205147601063,0,9,16,4,2,1,2018,2,0
256,115.0,1,6,15,4,2,0,2018,2,0
218,125.11101971345337,1,6,25,4,2,0,2018,2,0
135,90.0,0,9,14,3,2,0,2017,2,0
165,80.6341328297743,0,7,4,4,4,0,2018,2,0
35,116.39627716535087,0,6,29,4,2,0,2018,2,0
60,95.51396395825597,0,4,26,4,4,0,2018,2,0
291,115.0,0,8,19,3,2,0,2018,2,0
56,93.5979974005301,0,3,19,4,3,1,2018,2,0
42,140.3568695969509,0,6,9,4,2,0,2018,2,0
250,95.0,0,9,26,3,3,1,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,0
309,101.0,0,5,13,4,2,1,2018,2,0
1,85.01524936641898,0,2,10,4,2,0,2018,1,0
73,75.0165593027081,1,10,19,4,4,2,2017,2,0
190,69.8913925065571,0,10,25,4,1,0,2018,2,0
18,116.31203034056199,0,8,11,4,1,2,2017,1,0
3,152.7183615637324,0,8,10,4,3,0,2017,2,0
213,130.0,0,6,7,4,3,0,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
210,77.45048717782723,0,12,28,4,4,0,2017,2,0
274,115.51060471374413,0,9,25,3,2,0,2018,2,0
77,130.8770123313605,0,7,5,4,4,0,2018,1,0
78,85.61145598255416,1,7,15,4,4,0,2017,2,0
193,65.0,0,10,15,3,3,0,2017,2,0
225,68.49606292184866,0,10,26,4,1,0,2018,2,0
270,101.43339551009811,0,9,21,2,2,0,2018,1,0
56,83.09967711886148,0,3,14,4,3,0,2018,2,0
86,91.61183609117903,0,9,11,2,0,0,2017,1,0
265,115.0,1,6,24,4,2,0,2018,2,0
303,78.0,0,8,19,3,3,2,2018,2,0
99,65.0,0,10,30,3,2,2,2017,2,0
87,173.48600994440721,0,7,14,4,1,0,2018,2,0
147,118.84960070490726,0,8,21,4,2,1,2018,2,0
35,80.83783977870324,1,3,11,4,2,1,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
104,114.0,1,10,6,3,2,0,2017,2,0
292,115.0,0,7,21,4,2,0,2018,2,0
1,75.0,0,8,10,3,1,0,2017,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
418,107.0,0,9,26,4,2,1,2018,2,0
19,138.79876052200177,0,8,19,4,1,1,2018,2,0
122,99.39072912891501,0,6,29,4,2,1,2018,2,0
204,98.12061713806933,1,7,28,4,3,1,2018,2,0
86,99.1190103218086,0,7,9,2,2,0,2017,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
302,100.0,0,9,16,3,2,1,2018,2,0
59,75.16257695400348,0,3,19,4,2,1,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
150,84.98681353117837,0,8,28,4,3,0,2017,2,0
127,103.5,0,6,7,4,2,0,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
54,136.2001239627674,0,4,8,4,1,0,2018,2,0
132,118.85711030121212,0,9,3,4,1,2,2018,2,0
60,75.0,0,3,20,3,2,2,2018,2,0
14,80.0,1,8,27,4,1,0,2017,1,0
275,62.8,0,6,4,3,1,1,2018,2,0
182,112.15493261770914,0,8,14,3,2,1,2018,2,0
95,149.75664449019345,0,7,29,4,5,3,2018,2,0
178,112.5,1,7,26,4,2,0,2018,2,0
3,199.092860903471,0,4,7,4,7,1,2018,1,0
51,63.75,0,3,8,4,4,0,2018,2,0
42,144.77322996644514,0,8,29,4,2,1,2018,3,0
142,70.62182979841889,0,8,12,3,4,1,2018,2,0
72,126.9,0,5,7,4,1,0,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,0
98,79.2,0,11,5,4,1,1,2018,2,0
256,90.95,0,8,31,4,4,0,2018,2,0
51,134.9725667682135,1,7,8,4,3,0,2018,2,0
45,86.4,0,11,19,4,1,1,2018,1,0
106,109.92235432403014,0,4,13,4,6,1,2018,2,0
210,86.0,0,10,8,3,3,1,2017,2,0
61,112.31762812869952,0,4,6,4,3,0,2018,2,0
184,81.74842567903086,1,8,16,4,1,0,2018,1,0
13,104.98273346195393,0,6,20,2,2,0,2018,1,0
107,150.30705756796772,0,8,16,4,3,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
56,98.83043130192235,0,9,2,4,1,0,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
38,89.32596076954215,0,5,21,4,1,0,2018,2,0
161,130.0,0,3,25,4,2,1,2018,2,0
7,88.38795614577087,0,5,18,4,1,0,2018,1,0
317,120.0,0,9,15,3,2,0,2018,2,0
103,150.7958971229833,0,8,23,4,3,0,2018,2,0
25,103.73667931822422,0,12,22,4,2,1,2018,2,0
87,74.5642241293594,0,4,13,4,1,0,2017,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
54,77.43059518077392,0,7,27,3,1,1,2018,2,0
28,80.13328275588626,0,1,21,4,1,1,2018,2,0
103,115.1204472639173,0,4,18,4,2,0,2018,1,0
1,63.63429758476263,0,3,12,2,0,0,2018,1,0
103,115.0,0,4,19,3,2,0,2018,1,0
103,94.5,0,7,16,4,1,0,2017,2,0
256,115.0,1,6,15,4,2,0,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
5,126.75,0,4,4,4,5,3,2018,2,0
101,95.88,0,6,17,3,2,0,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
33,98.33658753069227,0,6,25,4,0,0,2018,1,0
34,107.8398131647977,0,4,12,4,2,1,2018,2,0
257,101.5,0,7,1,3,2,0,2017,2,0
85,85.48968662249462,0,4,4,4,3,0,2018,1,0
163,100.0,0,6,5,3,2,2,2018,1,0
142,129.6,0,9,21,4,3,1,2018,2,0
116,61.0,0,2,28,4,1,2,2018,1,0
166,110.0,0,11,1,3,3,0,2018,1,0
44,158.03022061373252,0,8,30,4,3,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
180,103.89397373829483,0,7,30,4,2,1,2018,2,0
62,144.1970208571972,0,6,8,4,2,0,2018,2,0
228,120.90176774013868,0,10,28,4,4,1,2018,3,0
5,167.0,0,8,21,4,0,1,2018,2,0
267,95.0,0,9,30,3,2,1,2018,2,0
96,135.65722419549138,0,8,27,3,1,0,2017,2,0
204,90.0,0,5,5,3,3,0,2018,1,0
166,99.78353863516878,0,7,20,4,5,2,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,0
72,150.41856322770926,0,4,9,4,3,1,2018,2,0
46,77.363702525296,1,11,23,4,2,0,2018,2,0
305,89.0,0,11,4,4,2,1,2018,2,0
6,91.36118135710298,0,2,22,4,2,0,2018,1,0
28,103.57780558610222,0,2,4,4,3,1,2018,1,0
91,140.4,0,5,13,4,2,1,2018,2,0
184,128.7,2,10,17,4,3,1,2018,3,0
346,115.0,1,9,13,4,2,0,2018,2,0
11,128.62330892625204,0,3,29,4,11,5,2018,1,0
11,95.0,0,5,9,0,10,5,2018,1,0
166,119.07186725523006,1,9,5,4,4,1,2018,2,0
79,92.661178302105,1,11,12,4,2,1,2018,2,0
201,120.53868335506371,1,8,9,4,3,1,2018,2,0
110,109.61346907749412,1,6,12,4,4,1,2018,2,0
177,139.40451104122388,1,8,8,4,2,0,2018,3,0
174,104.84939778527759,0,8,13,4,1,0,2018,2,0
98,140.9144493231383,1,7,8,4,2,1,2018,2,0
120,86.7836004144487,0,3,29,4,2,2,2018,2,0
232,101.47610915214918,0,9,5,4,2,1,2018,2,0
110,76.5,1,4,8,4,2,1,2017,2,0
15,62.645457855933834,1,11,25,4,7,3,2018,1,0
115,64.69640961234737,0,2,27,3,5,2,2018,1,0
273,109.0,0,7,17,3,2,0,2017,2,0
194,105.58254816924644,0,8,4,3,2,0,2018,1,0
1,60.0,0,2,28,3,1,2,2018,1,0
210,86.0,0,10,8,4,3,1,2017,2,0
158,114.33316106356669,0,7,13,4,1,1,2018,2,0
286,90.0,0,10,16,3,0,1,2018,2,0
5,97.46992442346043,0,6,14,2,1,0,2018,1,0
163,116.1,0,9,4,4,2,1,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
155,103.5,0,7,18,4,1,1,2018,2,0
103,94.5,0,7,18,3,1,2,2017,2,0
19,112.13043733968978,0,4,9,4,3,1,2018,2,0
276,116.33,0,9,22,3,3,0,2018,2,0
168,121.300047491858,2,8,3,4,3,0,2018,2,0
258,79.20022309638937,1,12,25,4,5,1,2018,2,0
33,170.1312769664627,0,7,10,4,1,1,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
3,91.40772042025192,0,3,7,4,3,0,2018,2,0
317,120.0,0,9,15,4,2,0,2018,2,0
81,90.9,0,6,23,4,1,0,2018,1,0
159,94.41552879462107,1,8,27,4,1,0,2018,1,0
37,128.99605460791759,1,9,26,4,4,0,2018,2,0
38,79.76806636474673,0,2,26,4,1,1,2018,1,0
108,96.13012284642252,0,10,24,4,2,2,2017,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
197,105.6134029690628,0,6,1,4,1,1,2018,2,0
35,73.04147578166533,0,3,2,4,2,0,2018,2,0
186,64.56,0,11,24,4,3,0,2018,2,0
47,119.17,0,4,25,4,4,1,2018,2,0
75,80.0,0,3,17,3,3,1,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
63,105.3,0,4,22,4,2,1,2018,2,0
41,126.9,0,4,29,4,1,0,2018,2,0
177,100.0,0,6,3,3,2,0,2018,2,0
193,93.09,1,9,29,4,3,0,2018,2,0
216,168.8837239817796,0,8,6,4,5,2,2018,1,0
195,122.17843137828487,0,9,8,4,1,0,2018,2,0
184,96.91116804860256,0,9,12,4,1,0,2018,2,0
203,80.75,0,8,3,4,3,1,2018,2,0
14,193.48572060391768,0,3,17,4,3,1,2018,2,0
164,100.0,0,10,2,3,2,0,2017,1,0
69,120.0,0,6,12,3,4,2,2018,1,0
6,166.57628059328368,0,7,21,4,0,0,2018,2,0
68,73.95,0,3,10,4,3,1,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,0
69,120.0,0,6,12,3,4,2,2018,1,0
163,167.30071476119184,0,8,21,4,1,1,2018,2,0
161,130.0,0,3,25,3,2,1,2018,2,0
19,118.15,0,9,19,3,0,1,2018,2,0
116,108.00051800342099,0,5,6,4,1,0,2018,1,0
56,68.06655641052868,0,6,10,4,2,1,2017,2,0
148,113.45411893794243,1,7,1,4,3,0,2018,2,0
309,101.0,0,5,13,3,2,1,2018,2,0
116,60.38603104902622,0,2,28,3,1,2,2018,1,0
163,133.4140236694001,0,7,19,4,3,2,2018,2,0
273,95.0,0,5,13,3,2,1,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
4,95.49958369495985,0,4,17,2,0,1,2018,1,0
65,139.78117580093308,0,6,12,4,3,0,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
106,118.8,1,9,6,4,2,1,2018,2,0
282,124.2317596497381,0,9,5,3,2,0,2018,2,0
37,142.97086936113195,0,3,25,4,1,0,2018,1,0
267,95.0,0,9,30,3,2,1,2018,2,0
124,104.73295403803559,0,10,25,4,3,0,2018,2,0
349,123.33,0,10,4,3,5,1,2018,2,0
60,75.0,0,3,20,3,2,2,2018,2,0
3,135.06385216036966,1,8,17,3,5,1,2017,2,0
126,88.46360654412537,0,5,6,4,2,1,2018,2,0
123,106.84030058051144,0,6,2,4,3,0,2018,2,0
39,81.03347926114282,0,5,19,3,1,1,2018,1,0
196,108.88270698660993,0,9,8,4,1,2,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
247,115.0,1,6,6,3,1,1,2018,2,0
17,232.26594649831972,0,8,17,4,2,0,2018,2,0
109,76.84449387243222,0,7,16,4,1,0,2017,2,0
81,76.5,0,7,16,4,4,1,2017,2,0
31,94.5,0,4,24,4,0,1,2018,2,0
27,139.97387042887487,0,9,26,4,1,0,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
63,87.08918552461367,0,10,17,4,2,0,2017,1,0
99,65.0,0,10,30,3,2,2,2017,2,0
257,101.5,0,7,1,4,2,0,2017,2,0
201,115.5183420670693,1,8,14,4,1,1,2018,2,0
27,179.60881139007998,0,6,25,4,3,1,2018,3,0
124,94.5,0,8,8,3,1,2,2017,2,0
198,90.0,0,9,9,3,2,1,2018,2,0
25,187.0,0,7,2,4,1,1,2018,3,0
84,89.22125832491885,1,10,29,4,3,2,2018,2,0
7,155.52735622829596,0,6,17,4,2,1,2017,2,0
188,130.0,0,6,15,4,2,0,2018,1,0
49,123.71309990492409,1,9,2,4,1,1,2018,1,0
85,94.5,0,7,17,4,2,2,2018,2,0
213,90.71957669212237,0,7,22,4,4,0,2018,2,0
17,98.93022079766051,0,9,28,4,3,1,2017,2,0
85,98.0,0,12,3,4,1,1,2018,1,0
233,105.48251628007361,0,9,27,4,5,2,2018,2,0
224,81.9085016885334,0,11,28,4,3,2,2018,2,0
5,167.0,0,8,21,4,0,1,2018,2,0
161,130.0,0,3,25,3,2,1,2018,2,0
213,213.1994023081322,0,9,21,3,1,1,2018,2,0
140,141.5171034789372,0,8,18,4,2,0,2018,2,0
116,95.4611808072003,0,8,3,3,1,2,2017,2,0
350,76.06929002364461,0,12,26,4,1,1,2018,2,0
245,98.11578163025374,0,9,27,4,3,0,2018,2,0
155,129.86365717619626,0,8,16,4,2,0,2017,2,0
9,148.91494937690592,0,3,22,4,2,1,2018,2,0
172,95.0,0,6,24,3,2,0,2018,1,0
280,110.0,0,9,19,3,2,1,2018,2,0
161,130.0,0,3,25,4,2,1,2018,2,0
63,140.4,0,5,27,4,1,0,2018,2,0
349,90.0,0,10,4,3,5,1,2018,2,0
230,137.0,0,9,6,3,5,0,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
93,115.0,0,10,15,3,1,2,2018,1,0
153,71.61407782300263,0,5,8,4,3,1,2018,2,0
178,108.25946888388086,1,8,23,3,1,1,2018,2,0
1,76.91119506878793,0,10,22,2,2,0,2018,2,0
122,85.0,0,4,15,3,2,0,2018,2,0
205,90.0,0,5,29,3,1,2,2018,2,0
168,105.38144835870582,1,7,11,4,2,1,2018,2,0
66,75.0,0,10,9,3,2,1,2017,2,0
191,132.0,0,6,3,3,2,1,2018,2,0
5,145.99207673898584,0,3,25,4,4,1,2018,2,0
346,115.0,1,9,13,3,2,0,2018,2,0
149,117.53967509027353,0,8,19,4,1,2,2018,2,0
37,125.39349792516927,0,11,5,4,1,2,2018,1,0
221,77.3981938137033,0,8,11,3,3,0,2017,2,0
11,130.0,1,11,5,4,1,0,2018,2,0
105,110.0,0,10,12,3,2,1,2017,2,0
193,120.0,0,6,20,3,2,1,2018,2,0
122,85.0,0,4,15,3,2,0,2018,2,0
219,108.0,0,9,4,3,1,0,2017,2,0
301,109.0,0,7,30,3,1,1,2018,2,0
280,110.0,0,9,19,4,2,1,2018,2,0
121,90.0,0,6,24,3,2,1,2018,2,0
184,122.4,0,10,4,4,2,0,2018,2,0
192,107.40558174347849,1,9,4,4,2,0,2018,2,0
185,84.78351005374844,0,8,25,4,4,2,2018,0,0
182,94.80486462220733,1,8,3,4,1,0,2018,2,0
106,129.06372574675376,0,6,9,3,2,0,2018,2,0
145,101.18066349502737,0,5,3,4,3,0,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
2,68.78257195540317,0,7,15,3,1,2,2017,2,0
100,93.11352513000453,0,3,25,4,2,0,2018,2,0
45,130.88077225773202,0,4,10,4,3,1,2018,3,0
418,107.0,0,9,26,3,2,1,2018,2,0
196,13.95240260599827,0,9,20,4,3,1,2017,1,0
98,141.88833466968686,0,6,22,4,2,0,2018,3,0
254,100.7,1,7,9,4,1,0,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
170,108.9,1,10,3,4,3,0,2018,2,0
86,127.8,0,4,18,4,2,0,2018,2,0
186,105.3,0,7,12,4,0,1,2018,2,0
99,160.1693978319628,0,5,13,4,2,0,2018,3,0
134,109.8,0,6,27,4,2,0,2018,2,0
151,143.35590472748788,0,11,29,4,2,0,2018,2,0
290,73.95,0,12,1,4,3,1,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
308,52.0,0,11,25,3,2,0,2018,2,0
151,121.25797876703624,1,8,4,4,4,2,2018,2,0
196,84.0441911369811,0,8,5,4,2,1,2018,2,0
75,105.0,0,10,30,3,0,2,2018,2,0
308,78.3,2,11,23,4,3,0,2018,1,0
10,99.31072561753838,1,8,16,3,2,0,2017,2,0
191,132.0,0,6,3,3,2,1,2018,2,0
51,92.67870934840408,0,10,4,4,1,0,2018,1,0
286,117.0,1,9,16,3,2,0,2018,2,0
2,67.6808535995693,0,8,16,2,0,1,2017,1,0
250,95.0,0,9,26,4,3,1,2018,2,0
117,74.92870716785946,0,8,22,3,2,0,2017,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
39,126.9,0,5,21,4,2,1,2018,2,0
213,90.73138398417088,0,7,22,4,4,0,2018,2,0
63,110.0895228855077,1,4,1,4,8,3,2018,1,0
54,180.59253478910694,0,4,27,4,3,1,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
9,155.73127517456302,0,5,5,4,1,0,2018,2,0
99,65.0,0,10,30,4,2,2,2017,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
220,128.0,0,9,17,3,1,2,2018,1,0
0,86.26373419162591,0,7,24,4,0,0,2018,1,0
130,121.04673233989331,0,7,31,4,4,2,2018,2,0
113,106.96131299134302,0,6,18,4,2,0,2018,2,0
256,115.0,1,6,15,3,2,0,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
24,162.199513681823,0,10,1,4,4,0,2018,2,0
63,68.41434933706822,1,7,12,4,4,1,2017,1,0
14,99.36521695513399,0,9,13,3,0,0,2018,2,0
4,99.62441337903519,0,6,15,2,3,0,2017,2,0
194,110.99385893008854,0,6,24,3,2,0,2018,2,0
175,99.45,0,8,10,4,3,0,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,0
252,106.3,0,10,15,4,1,2,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
204,100.0,0,5,5,4,3,0,2018,2,0
238,96.1665822288882,0,10,28,4,2,0,2018,2,0
98,80.0557056384875,0,10,26,4,2,0,2018,2,0
150,101.2226861320359,0,7,13,4,7,1,2018,1,0
245,110.0,0,7,6,3,4,2,2018,1,0
193,120.0,0,6,20,3,2,1,2018,2,0
52,78.91369406363994,0,10,25,3,1,1,2018,2,0
19,90.1833555119626,1,8,30,4,3,1,2017,1,0
304,89.0,0,11,3,3,3,0,2018,2,0
213,93.42194121417049,0,9,1,4,1,1,2018,2,0
105,133.4953354653753,1,9,18,4,1,1,2018,1,0
184,95.73976446438691,0,10,14,4,2,0,2018,2,0
232,103.23750871658936,1,7,12,4,4,0,2018,2,0
249,110.90864367759332,0,10,19,4,2,1,2018,2,0
